game,polarity,subjectivity,prediction
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.0,0.0,2
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.2288888888888888,0.7355555555555556,0
chess,0.0,0.0,2
valorant,-0.125,0.375,1
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.0,0.0,2
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.0,0.0,2
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,-0.1,0.4416666666666667,1
Counter-Strike%3A%20Global%20Offensive,0.32,0.62,0
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.0,0.0,2
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.0,0.0,2
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.0,0.0,2
Counter-Strike%3A%20Global%20Offensive,0.6,1.0,0
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.0,0.0,2
Counter-Strike%3A%20Global%20Offensive,0.0,0.0666666666666666,3
fortnite,0.0,0.0,2
Just%20Chatting,0.1708333333333333,0.3999999999999999,0
chess,0.0,0.0,2
valorant,0.0,0.0,2
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.2166666666666666,0.65,0
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,-0.5,1.0,1
chess,0.0,0.0,2
valorant,0.0,0.0,2
Counter-Strike%3A%20Global%20Offensive,0.8,0.7,0
fortnite,0.0,0.0,2
Counter-Strike%3A%20Global%20Offensive,-0.6999999999999998,0.6666666666666666,1
fortnite,0.0,0.0,2
Just%20Chatting,0.2357142857142857,0.6642857142857144,0
chess,0.0,0.0,2
valorant,0.4,0.65,0
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,-0.0499999999999999,0.4,1
chess,0.0,0.0,2
valorant,0.5,0.4333333333333333,0
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,-0.05,0.5,1
chess,0.0,0.0,2
valorant,0.0,0.0,2
Counter-Strike%3A%20Global%20Offensive,0.101010101010101,0.611111111111111,0
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.0,0.0,2
Counter-Strike%3A%20Global%20Offensive,0.5,0.5,0
fortnite,0.0,0.0,2
Just%20Chatting,-0.3479166666666666,0.8354166666666667,1
chess,0.0,0.0,2
valorant,0.1,0.05,4
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,-0.0555555555555555,0.4444444444444444,1
chess,0.0,0.0,2
valorant,-0.5,1.0,1
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.1,0.8,0
Counter-Strike%3A%20Global%20Offensive,0.3083333333333333,0.5916666666666667,0
fortnite,0.0,0.0,2
Just%20Chatting,0.5,1.0,0
chess,0.0,0.0,2
valorant,0.5,0.5,0
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.0,0.0,2
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.0,0.0,2
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.5,0.5,0
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.3722222222222222,0.4555555555555555,0
chess,0.0,0.0,2
valorant,0.0,0.0,2
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.475,0.425,0
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.2666666666666666,0.8166666666666667,0
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.5,1.0,0
chess,0.0,0.0,2
valorant,0.0,0.0,2
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.0,0.0,2
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.1181818181818181,0.6272727272727273,0
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.1,0.9,0
chess,0.0,0.0,2
valorant,0.0,0.0,2
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,-0.2,0.8,1
chess,0.0,0.0,2
valorant,0.35,0.9,0
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.1,0.8,0
Counter-Strike%3A%20Global%20Offensive,0.35,0.65,0
fortnite,0.0,0.0,2
Just%20Chatting,-0.4,0.775,1
chess,0.0,0.0,2
valorant,0.1,0.8,0
Counter-Strike%3A%20Global%20Offensive,0.0,0.5,1
fortnite,0.0,0.0,2
Just%20Chatting,0.25,0.3333333333333333,0
chess,0.0,0.0,2
valorant,0.2857142857142857,0.4464285714285714,0
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.1666666666666666,0.3333333333333333,4
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.1333333333333333,0.5266666666666667,0
chess,0.0,0.0,2
valorant,0.0399999999999999,0.74,0
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,-0.0222222222222222,0.8444444444444444,1
Counter-Strike%3A%20Global%20Offensive,0.1458333333333333,0.5,0
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.1625,0.5333333333333333,0
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,-0.5,1.0,1
chess,0.0,0.0,2
valorant,0.125,0.425,0
Counter-Strike%3A%20Global%20Offensive,0.2,0.6,0
fortnite,0.0,0.0,2
Just%20Chatting,0.0999999999999999,0.65,0
chess,0.0,0.0,2
valorant,0.1999999999999999,0.5,0
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.0333333333333333,0.85,0
chess,0.0,0.0,2
valorant,0.0666666666666666,0.6,0
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.2,0.45,0
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,-0.5,1.0,1
chess,0.0,0.0,2
valorant,-0.325,0.675,1
Counter-Strike%3A%20Global%20Offensive,0.6,1.0,0
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.0,0.0,2
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.2288888888888888,0.7355555555555556,0
chess,0.0,0.0,2
valorant,-0.125,0.375,1
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.0,0.0,2
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.0,0.0,2
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,-0.1,0.4416666666666667,1
Counter-Strike%3A%20Global%20Offensive,0.32,0.62,0
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.0,0.0,2
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.0,0.0,2
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.0,0.0,2
Counter-Strike%3A%20Global%20Offensive,0.6,1.0,0
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.0,0.0,2
Counter-Strike%3A%20Global%20Offensive,0.0,0.0666666666666666,3
fortnite,0.0,0.0,2
Just%20Chatting,0.1708333333333333,0.3999999999999999,0
chess,0.0,0.0,2
valorant,0.0,0.0,2
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.2166666666666666,0.65,0
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,-0.5,1.0,1
chess,0.0,0.0,2
valorant,0.0,0.0,2
Counter-Strike%3A%20Global%20Offensive,0.8,0.7,0
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.0,0.0,2
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,-0.0499999999999999,0.4,1
chess,0.0,0.0,2
valorant,0.5,0.4333333333333333,0
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,-0.05,0.5,1
chess,0.0,0.0,2
valorant,0.0,0.0,2
Counter-Strike%3A%20Global%20Offensive,0.101010101010101,0.611111111111111,0
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.0,0.0,2
Counter-Strike%3A%20Global%20Offensive,0.5,0.5,0
fortnite,0.0,0.0,2
Just%20Chatting,-0.3479166666666666,0.8354166666666667,1
chess,0.0,0.0,2
valorant,0.1,0.05,4
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,-0.0555555555555555,0.4444444444444444,1
chess,0.0,0.0,2
valorant,-0.5,1.0,1
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.1,0.8,0
Counter-Strike%3A%20Global%20Offensive,0.3083333333333333,0.5916666666666667,0
fortnite,0.0,0.0,2
Just%20Chatting,0.5,1.0,0
chess,0.0,0.0,2
valorant,0.5,0.5,0
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.0,0.0,2
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.0,0.0,2
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.5,0.5,0
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.3722222222222222,0.4555555555555555,0
chess,0.0,0.0,2
valorant,0.0,0.0,2
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.475,0.425,0
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.2666666666666666,0.8166666666666667,0
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.5,1.0,0
chess,0.0,0.0,2
valorant,0.0,0.0,2
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.0,0.0,2
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.1181818181818181,0.6272727272727273,0
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.1,0.9,0
chess,0.0,0.0,2
valorant,0.0,0.0,2
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,-0.2,0.8,1
chess,0.0,0.0,2
valorant,0.35,0.9,0
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.1,0.8,0
Counter-Strike%3A%20Global%20Offensive,0.35,0.65,0
fortnite,0.0,0.0,2
Just%20Chatting,-0.4,0.775,1
chess,0.0,0.0,2
valorant,0.1,0.8,0
Counter-Strike%3A%20Global%20Offensive,0.0,0.5,1
fortnite,0.0,0.0,2
Just%20Chatting,0.25,0.3333333333333333,0
chess,0.0,0.0,2
valorant,0.2857142857142857,0.4464285714285714,0
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.1666666666666666,0.3333333333333333,4
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.1333333333333333,0.5266666666666667,0
chess,0.0,0.0,2
valorant,0.0399999999999999,0.74,0
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,-0.0222222222222222,0.8444444444444444,1
Counter-Strike%3A%20Global%20Offensive,0.1458333333333333,0.5,0
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.1625,0.5333333333333333,0
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,-0.5,1.0,1
chess,0.0,0.0,2
valorant,0.125,0.425,0
Counter-Strike%3A%20Global%20Offensive,0.2,0.6,0
fortnite,0.0,0.0,2
Just%20Chatting,0.0999999999999999,0.65,0
chess,0.0,0.0,2
valorant,0.1999999999999999,0.5,0
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.0333333333333333,0.85,0
chess,0.0,0.0,2
valorant,0.0666666666666666,0.6,0
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.2,0.45,0
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,-0.5,1.0,1
chess,0.0,0.0,2
valorant,-0.325,0.675,1
Counter-Strike%3A%20Global%20Offensive,0.6,1.0,0
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.0,0.0,2
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.2288888888888888,0.7355555555555556,0
chess,0.0,0.0,2
valorant,-0.125,0.375,1
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.0,0.0,2
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.0,0.0,2
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,-0.1,0.4416666666666667,1
Counter-Strike%3A%20Global%20Offensive,0.32,0.62,0
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.0,0.0,2
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.0,0.0,2
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.0,0.0,2
Counter-Strike%3A%20Global%20Offensive,0.6,1.0,0
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.0,0.0,2
Counter-Strike%3A%20Global%20Offensive,0.0,0.0666666666666666,3
fortnite,0.0,0.0,2
Just%20Chatting,0.1708333333333333,0.3999999999999999,0
chess,0.0,0.0,2
valorant,0.0,0.0,2
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.2166666666666666,0.65,0
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,-0.5,1.0,1
chess,0.0,0.0,2
valorant,0.0,0.0,2
Counter-Strike%3A%20Global%20Offensive,0.8,0.7,0
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.0,0.0,2
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,-0.0499999999999999,0.4,1
chess,0.0,0.0,2
valorant,0.5,0.4333333333333333,0
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,-0.05,0.5,1
chess,0.0,0.0,2
valorant,0.0,0.0,2
Counter-Strike%3A%20Global%20Offensive,0.101010101010101,0.611111111111111,0
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.0,0.0,2
Counter-Strike%3A%20Global%20Offensive,0.5,0.5,0
fortnite,0.0,0.0,2
Just%20Chatting,-0.3479166666666666,0.8354166666666667,1
chess,0.0,0.0,2
valorant,0.1,0.05,4
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,-0.0555555555555555,0.4444444444444444,1
chess,0.0,0.0,2
valorant,-0.5,1.0,1
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.1,0.8,0
Counter-Strike%3A%20Global%20Offensive,0.3083333333333333,0.5916666666666667,0
fortnite,0.0,0.0,2
Just%20Chatting,0.5,1.0,0
chess,0.0,0.0,2
valorant,0.5,0.5,0
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.0,0.0,2
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.0,0.0,2
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.5,0.5,0
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.3722222222222222,0.4555555555555555,0
chess,0.0,0.0,2
valorant,0.0,0.0,2
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.475,0.425,0
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.2666666666666666,0.8166666666666667,0
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.5,1.0,0
chess,0.0,0.0,2
valorant,0.0,0.0,2
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.0,0.0,2
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.1181818181818181,0.6272727272727273,0
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.1,0.9,0
chess,0.0,0.0,2
valorant,0.0,0.0,2
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,-0.2,0.8,1
chess,0.0,0.0,2
valorant,0.35,0.9,0
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.1,0.8,0
Counter-Strike%3A%20Global%20Offensive,0.35,0.65,0
fortnite,0.0,0.0,2
Just%20Chatting,-0.4,0.775,1
chess,0.0,0.0,2
valorant,0.1,0.8,0
Counter-Strike%3A%20Global%20Offensive,0.0,0.5,1
fortnite,0.0,0.0,2
Just%20Chatting,0.25,0.3333333333333333,0
chess,0.0,0.0,2
valorant,0.2857142857142857,0.4464285714285714,0
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.1666666666666666,0.3333333333333333,4
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.1333333333333333,0.5266666666666667,0
chess,0.0,0.0,2
valorant,0.0399999999999999,0.74,0
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,-0.0222222222222222,0.8444444444444444,1
Counter-Strike%3A%20Global%20Offensive,0.1458333333333333,0.5,0
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.1625,0.5333333333333333,0
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,-0.5,1.0,1
chess,0.0,0.0,2
valorant,0.125,0.425,0
Counter-Strike%3A%20Global%20Offensive,0.2,0.6,0
fortnite,0.0,0.0,2
Just%20Chatting,0.0999999999999999,0.65,0
chess,0.0,0.0,2
valorant,0.1999999999999999,0.5,0
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.0333333333333333,0.85,0
chess,0.0,0.0,2
valorant,0.0666666666666666,0.6,0
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.2,0.45,0
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,-0.5,1.0,1
chess,0.0,0.0,2
valorant,-0.325,0.675,1
Counter-Strike%3A%20Global%20Offensive,0.6,1.0,0
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.0,0.0,2
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.2288888888888888,0.7355555555555556,0
chess,0.0,0.0,2
valorant,-0.125,0.375,1
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.0,0.0,2
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.0,0.0,2
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,-0.1,0.4416666666666667,1
Counter-Strike%3A%20Global%20Offensive,0.32,0.62,0
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.0,0.0,2
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.0,0.0,2
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.0,0.0,2
Counter-Strike%3A%20Global%20Offensive,0.6,1.0,0
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.0,0.0,2
Counter-Strike%3A%20Global%20Offensive,0.0,0.0666666666666666,3
fortnite,0.0,0.0,2
Just%20Chatting,0.1708333333333333,0.3999999999999999,0
chess,0.0,0.0,2
valorant,0.0,0.0,2
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.2166666666666666,0.65,0
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,-0.5,1.0,1
chess,0.0,0.0,2
valorant,0.0,0.0,2
Counter-Strike%3A%20Global%20Offensive,0.8,0.7,0
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.0,0.0,2
Counter-Strike%3A%20Global%20Offensive,0.8,0.9,0
fortnite,0.0,0.0,2
Just%20Chatting,-0.0352272727272727,0.7084090909090909,1
chess,0.0,0.0,2
valorant,-0.2625,0.9,1
Counter-Strike%3A%20Global%20Offensive,0.0,0.0,2
fortnite,0.0,0.0,2
Just%20Chatting,0.0,0.0,2
chess,0.0,0.0,2
valorant,0.0,0.0,2
